DATE,GDPC1_GDPPOT
2012-07-01,-3.3899671455326758
2012-10-01,-3.7103579640665166
2013-01-01,-3.2007447337904277
2013-04-01,-3.3812787108743136
2013-07-01,-2.9995247625818769
2013-10-01,-2.5992792229405735
2014-01-01,-3.3798419056210565
2014-04-01,-2.5814325244260255
2014-07-01,-1.8569345420213593
2014-10-01,-1.8219019246325084
2015-01-01,-1.4016498787266273
2015-04-01,-1.2557705538144751
2015-07-01,-1.3220931713448225
2015-10-01,-1.5962185410813650
2016-01-01,-1.4789048916986907
2016-04-01,-1.6125896157183629
2016-07-01,-1.3629131444071983
2016-10-01,-1.2631307538882198
2017-01-01,-1.2308827470117900
2017-04-01,-1.1320098872620239
2017-07-01,-0.82142764793705253494
2017-10-01,-0.18820356511111880664
2018-01-01,0.12441520657495441423
2018-04-01,0.14291435749291526532
2018-07-01,0.24764170503337706430
2018-10-01,-0.13093679932566698019
2019-01-01,-0.11142108016009855858
2019-04-01,0.19020493879282498483
2019-07-01,0.79650861821816766902
2019-10-01,0.92992578118319934617
2020-01-01,-0.94088662346971697810
2020-04-01,-9.2072373585263078
2020-07-01,-2.6295989237558398
2020-10-01,-2.0926919896285945
2021-01-01,-1.27487600150203063957
2021-04-01,-0.21742569804577237598
2021-07-01,0.13253828175781254201
2021-10-01,1.34223271567207909372
2022-01-01,0.32849439265689592561
2022-04-01,-0.33048962104263544327
2022-07-01,-0.19016604461204711830
2022-10-01,-0.06679519453334144738
2023-01-01,-0.01831674080477908229
2023-04-01,-0.00998759648490590739
2023-07-01,0.68008220685382409148
2023-10-01,1.01191160187528449505
2024-01-01,0.85144379239947869884
2024-04-01,.
2024-07-01,.
2024-10-01,.
2025-01-01,.
2025-04-01,.
2025-07-01,.
2025-10-01,.
2026-01-01,.
2026-04-01,.
2026-07-01,.
2026-10-01,.
2027-01-01,.
2027-04-01,.
2027-07-01,.
2027-10-01,.
2028-01-01,.
2028-04-01,.
2028-07-01,.
2028-10-01,.
2029-01-01,.
2029-04-01,.
2029-07-01,.
2029-10-01,.
2030-01-01,.
2030-04-01,.
2030-07-01,.
2030-10-01,.
2031-01-01,.
2031-04-01,.
2031-07-01,.
2031-10-01,.
2032-01-01,.
2032-04-01,.
2032-07-01,.
2032-10-01,.
2033-01-01,.
2033-04-01,.
2033-07-01,.
2033-10-01,.
2034-01-01,.
2034-04-01,.
2034-07-01,.
2034-10-01,.
