DATE,CCLACBW027SBOG
2022-12-28,937.3605
2023-01-04,943.9662
2023-01-11,946.4469
2023-01-18,952.2697
2023-01-25,952.3458
2023-02-01,953.817
2023-02-08,956.051
2023-02-15,958.8621
2023-02-22,961.443
2023-03-01,960.4339
2023-03-08,965.4443
2023-03-15,968.7337
2023-03-22,972.0967
2023-03-29,975.1546
2023-04-05,975.3459
2023-04-12,974.7188
2023-04-19,978.2469
2023-04-26,983.4327
2023-05-03,981.9431
2023-05-10,982.8825
2023-05-17,985.7541
2023-05-24,987.3866
2023-05-31,990.2305
2023-06-07,989.854
2023-06-14,991.8554
2023-06-21,993.2719
2023-06-28,992.5993
2023-07-05,993.6666
2023-07-12,994.7337
2023-07-19,998.5248
2023-07-26,1000.0872
2023-08-02,999.7007
2023-08-09,1003.001
2023-08-16,1004.5877
2023-08-23,1007.7715
2023-08-30,1012.79
2023-09-06,1010.776
2023-09-13,1013.741
2023-09-20,1017.2617
2023-09-27,1018.6557
2023-10-04,1016.1271
2023-10-11,1018.8576
2023-10-18,1019.6574
2023-10-25,1022.0353
2023-11-01,1017.5113
2023-11-08,1023.6832
2023-11-15,1023.2576
2023-11-22,1027.4934
2023-11-29,1033.7506
2023-12-06,1027.3688
2023-12-13,1028.9459
2023-12-20,1028.5054
2023-12-27,1029.0523
2024-01-03,1028.5155
2024-01-10,1032.9873
2024-01-17,1035.261
2024-01-24,1035.331
2024-01-31,1038.6308
2024-02-07,1040.0355
2024-02-14,1043.2506
